2597 matches
['halomatch.py', 'Runs/', 'LCDM_vanilla', 'SymA_cool_star_SN', '64', '.5', 'match_LCDM_vanilla_SymA_cool_star_SN']
LCDM_vanilla	SymA_cool_star_SN
2695	7181
2696	2991
2697	3773
2698	3203
2699	3242
2700	None
2701	3728
2702	None
2703	None
2704	None
2705	None
2706	3039
2707	7675
2708	2535
2709	3871
2710	5283
2711	None
2712	None
2713	None
2714	None
2715	None
2716	3891
2717	3735
2718	None
2719	3906
2720	3289
2721	None
2722	None
2723	4148
2724	3370
2725	4488
2726	None
2727	None
2728	None
2729	None
2730	None
2731	3805
2732	None
2733	3633
2734	5343
2735	None
2736	None
2737	5586
2738	None
2739	None
2740	None
2741	5950
2742	3772
2743	None
2744	3402
2745	4714
2746	None
2747	None
2748	None
2749	4692
2750	None
2751	3736
2752	3797
2753	None
2754	None
2755	3686
2756	None
2757	5607
2758	None
2759	3783
2760	3991
2761	3899
2762	3837
2763	3526
2764	None
2765	5212
2766	3599
2767	None
2768	None
2769	6711
2770	None
2771	None
2772	5053
2773	None
2774	None
2775	3877
2776	5100
2777	4966
2778	None
2779	None
2780	2210
2781	3013
2782	None
2783	3401
2784	None
2785	6299
2786	3710
2787	None
2788	None
2789	None
2790	2989
2791	None
2792	5613
2793	None
2794	4823
2795	5141
2796	4237
2797	None
2798	2919
2799	None
2800	None
2801	4511
2802	5511
2803	3833
2804	None
2805	6100
2806	3744
2807	5170
2808	None
2809	None
2810	None
2811	3819
2812	None
2813	7003
2814	3059
2815	3363
2816	None
2817	None
2818	None
2819	None
2820	3430
2821	4272
2822	3224
2823	3905
2824	6168
2825	None
2826	None
2827	None
2828	None
2829	3831
2830	4267
2831	None
2832	4722
2833	None
2834	3115
2835	2562
2836	None
2837	4268
2838	3828
2839	3202
2840	None
2841	None
2842	4431
2843	None
2844	5837
2845	None
2846	5502
2847	2879
2848	None
2849	None
2850	None
2851	5990
2852	None
2853	None
2854	6573
2855	None
2856	None
2857	4753
2858	None
2859	None
2860	None
2861	None
2862	None
2863	None
2864	4125
2865	None
2866	None
2867	None
2868	None
2869	3994
2870	None
2871	None
2872	3902
2873	None
2874	None
2875	3933
2876	None
2877	4095
2878	5074
2879	None
2880	None
2881	None
2882	3745
2883	4263
2884	None
2885	None
2886	None
2887	None
2888	3835
2889	None
2890	4212
2891	4952
2892	4340
2893	None
2894	None
2895	4747
2896	6200
2897	4996
2898	None
2899	6005
2900	3268
2901	3967
2902	4008
2903	6658
2904	None
2905	None
2906	None
2907	None
2908	3851
2909	None
2910	3105
2911	None
2912	None
2913	None
2914	None
2915	None
2916	None
2917	6807
2918	None
2919	None
2920	3356
2921	None
2922	None
2923	4834
2924	4250
2925	None
2926	5023
2927	None
2928	None
2929	3172
2930	3174
2931	None
2932	None
2933	4025
2934	4196
2935	None
2936	None
2937	None
2938	None
2939	None
2940	None
2941	5381
2942	None
2943	5184
2944	None
2945	5335
2946	None
2947	3132
2948	3382
2949	5784
2950	None
2951	None
2952	None
2953	4392
2954	4395
2955	None
2956	4317
2957	None
2958	4106
2959	None
2960	5570
2961	None
2962	None
2963	5465
2964	None
2965	None
2966	5386
2967	None
2968	None
2969	4710
2970	5340
2971	2521
2972	3319
2973	None
2974	None
2975	5393
2976	3969
2977	3353
2978	None
2979	None
2980	None
2981	6026
2982	None
2983	6205
2984	6037
2985	3497
2986	3356
2987	4119
2988	None
2989	3173
2990	None
2991	4946
2992	5726
2993	3239
2994	4120
2995	3989
2996	None
2997	None
2998	None
2999	3896
3000	None
3001	None
3002	None
3003	4160
3004	None
3005	5601
3006	5985
3007	None
3008	None
3009	None
3010	None
3011	None
3012	None
3013	None
3014	4438
3015	4375
3016	4884
3017	3946
3018	4298
3019	None
3020	None
3021	None
3022	None
3023	3817
3024	3311
3025	None
3026	None
3027	5223
3028	None
3029	None
3030	3995
3031	3182
3032	6055
3033	None
3034	None
3035	None
3036	None
3037	4138
3038	None
3039	None
3040	None
3041	None
3042	4641
3043	None
3044	None
3045	5048
3046	4850
3047	3779
3048	None
3049	4356
3050	4096
3051	3895
3052	None
3053	None
3054	4104
3055	None
3056	None
3057	None
3058	4509
3059	None
3060	3768
3061	4781
3062	None
3063	5624
3064	None
3065	None
3066	None
3067	2911
3068	4182
3069	4607
3070	4441
3071	4218
3072	None
3073	5369
3074	None
3075	None
3076	None
3077	5244
3078	None
3079	4338
3080	None
3081	2079
3082	None
3083	6402
3084	None
3085	4103
3086	None
3087	None
3088	None
3089	None
3090	3829
3091	None
3092	None
3093	None
3094	None
3095	None
3096	None
3097	None
3098	None
3099	None
3100	None
3101	7604
3102	3244
3103	None
3104	4704
3105	3979
3106	None
3107	None
3108	None
3109	None
3110	None
3111	None
3112	None
3113	None
3114	None
3115	4180
3116	None
3117	3307
3118	4322
3119	None
3120	None
3121	2481
3122	None
3123	None
3124	4116
3125	None
3126	None
3127	None
3128	None
3129	None
3130	None
3131	5220
3132	4023
3133	4909
3134	4422
3135	4146
3136	None
3137	None
3138	None
3139	None
3140	4713
3141	None
3142	None
3143	None
3144	5714
3145	6395
3146	None
3147	None
3148	None
3149	3445
3150	3713
3151	4736
3152	None
3153	3175
3154	3038
3155	6623
3156	None
3157	None
3158	None
3159	None
3160	None
3161	None
3162	None
3163	None
3164	None
3165	4500
3166	None
3167	None
3168	None
3169	5788
3170	4245
3171	5175
3172	5059
3173	5276
3174	None
3175	None
3176	8559
3177	5399
3178	4432
3179	5364
3180	3452
3181	None
3182	None
3183	None
3184	None
3185	None
3186	None
3187	None
3188	None
3189	None
3190	4359
3191	None
3192	None
3193	None
3194	7414
3195	None
3196	None
3197	None
3198	None
3199	None
3200	None
3201	4361
3202	4201
3203	5814
3204	None
3205	3276
3206	None
3207	4688
3208	None
3209	4038
3210	4194
3211	None
3212	None
3213	4505
3214	None
3215	3615
3216	5390
3217	2528
3218	3266
3219	4000
3220	3892
3221	8046
3222	4793
3223	None
3224	None
3225	4225
3226	None
3227	None
3228	7629
3229	None
3230	4948
3231	4778
3232	5209
3233	None
3234	4247
3235	None
3236	None
3237	None
3238	6859
3239	None
3240	7827
3241	5547
3242	None
3243	None
3244	8302
3245	None
3246	5676
3247	6378
3248	None
3249	None
3250	None
3251	None
3252	4965
3253	3883
3254	None
3255	3404
3256	6572
3257	None
3258	None
3259	None
3260	5890
3261	None
3262	3141
3263	3434
3264	5455
3265	6278
3266	None
3267	None
3268	None
3269	3464
3270	4252
3271	None
3272	4267
3273	4099
3274	3559
3275	6617
3276	7452
3277	5075
3278	None
3279	None
3280	4800
3281	None
3282	None
3283	None
3284	5885
3285	2996
3286	4260
3287	3308
3288	None
3289	8256
3290	None
3291	None
3292	5775
3293	None
3294	6455
3295	None
3296	None
3297	6539
3298	None
3299	None
3300	None
3301	4207
3302	5814
3303	None
3304	None
3305	None
3306	None
3307	3633
3308	None
3309	None
3310	None
3311	None
3312	None
3313	None
3314	5311
3315	5433
3316	None
3317	4809
3318	None
3319	None
3320	4177
3321	5371
3322	4236
3323	4575
3324	None
3325	7182
3326	4442
3327	6116
3328	7016
3329	None
3330	None
3331	None
3332	None
3333	3759
3334	3696
3335	None
3336	None
3337	None
3338	4713
3339	7497
3340	5848
3341	3314
3342	5132
3343	4983
3344	None
3345	None
3346	None
3347	None
3348	4166
3349	None
3350	None
3351	None
3352	5312
3353	4223
3354	None
3355	None
3356	None
3357	None
3358	None
3359	4914
3360	4109
3361	None
3362	None
3363	None
3364	None
3365	None
3366	4300
3367	5901
3368	3890
3369	3255
3370	None
3371	4343
3372	None
3373	3219
3374	4256
3375	None
3376	4129
3377	4423
3378	4385
3379	None
3380	None
3381	4179
3382	5656
3383	None
3384	None
3385	None
3386	8053
3387	2974
3388	4084
3389	5181
3390	4383
3391	None
3392	None
3393	None
3394	None
3395	None
3396	None
3397	None
3398	None
3399	None
3400	5513
3401	3305
3402	None
3403	6394
3404	4007
3405	4714
3406	None
3407	5347
3408	4508
3409	None
3410	None
3411	7134
3412	5138
3413	None
3414	None
3415	None
3416	None
3417	None
3418	4697
3419	2872
3420	6110
3421	None
3422	None
3423	None
3424	None
3425	None
3426	None
3427	None
3428	None
3429	None
3430	None
3431	None
3432	None
3433	None
3434	2327
3435	None
3436	4894
3437	None
3438	None
3439	3749
3440	None
3441	4496
3442	None
3443	4275
3444	7354
3445	5718
3446	None
3447	5632
3448	None
3449	None
3450	6536
3451	5279
3452	4309
3453	6086
3454	4337
3455	None
3456	5415
3457	3393
3458	None
3459	8268
3460	None
3461	None
3462	None
3463	None
3464	None
3465	3478
3466	5529
3467	None
3468	None
3469	5961
3470	None
3471	6551
3472	None
3473	4308
3474	None
3475	None
3476	4889
3477	5184
3478	None
3479	None
3480	6102
3481	2065
3482	4856
3483	4702
3484	None
3485	None
3486	None
3487	3304
3488	4408
3489	5927
3490	None
3491	6825
3492	6119
3493	None
3494	None
3495	4498
3496	None
3497	4433
3498	None
3499	None
3500	3215
3501	4527
3502	8571
3503	None
3504	None
3505	4627
3506	4886
3507	6217
3508	4230
3509	4427
3510	None
3511	None
3512	8533
3513	None
3514	5498
3515	5068
3516	None
3517	5017
3518	None
3519	7674
3520	4488
3521	4439
3522	5882
3523	4211
3524	None
3525	None
3526	4817
3527	None
3528	5427
3529	3481
3530	4540
3531	None
3532	None
3533	None
3534	None
3535	None
3536	3249
3537	None
3538	None
3539	None
3540	None
3541	None
3542	3960
3543	3986
3544	None
3545	None
3546	None
3547	4072
3548	3926
3549	3713
3550	4604
3551	5479
3552	None
3553	4606
3554	None
3555	4404
3556	4448
3557	4635
3558	4344
3559	4700
3560	6466
3561	None
3562	None
3563	5051
3564	None
3565	6297
3566	None
3567	None
3568	4014
3569	5268
3570	4532
3571	6180
3572	7581
3573	None
3574	8412
3575	4511
3576	5797
3577	5579
3578	None
3579	None
3580	None
3581	3847
3582	None
3583	None
3584	5468
3585	None
3586	5189
3587	None
3588	4079
3589	None
3590	5457
3591	6859
3592	None
3593	6373
3594	None
3595	None
3596	None
3597	5492
3598	None
3599	4112
3600	None
3601	None
3602	5948
3603	None
3604	None
3605	None
3606	5022
3607	4563
3608	None
3609	None
3610	None
3611	4701
3612	None
3613	3041
3614	None
3615	4891
3616	None
3617	None
3618	None
3619	4858
3620	None
3621	4626
3622	4349
3623	None
3624	6739
3625	None
3626	None
3627	None
3628	None
3629	4979
3630	4193
3631	None
3632	None
3633	None
3634	None
3635	None
3636	4363
3637	4163
3638	6210
3639	None
3640	7816
3641	3416
3642	None
3643	None
3644	None
3645	4551
3646	6481
3647	3262
3648	None
3649	None
3650	None
3651	None
3652	None
3653	None
3654	None
3655	None
3656	None
3657	None
3658	6630
3659	4188
3660	4007
3661	None
3662	None
3663	None
3664	None
3665	None
3666	None
3667	4794
3668	None
3669	None
3670	5607
3671	5455
3672	None
3673	None
3674	6219
3675	6056
3676	None
3677	None
3678	5359
3679	4995
3680	None
3681	None
3682	None
3683	5539
3684	None
3685	6633
3686	None
3687	None
3688	None
3689	None
3690	None
3691	5031
3692	4316
3693	5175
3694	None
3695	3555
3696	None
3697	None
3698	None
3699	None
3700	None
3701	None
3702	None
3703	None
3704	None
3705	None
3706	None
3707	None
3708	None
3709	None
3710	None
3711	None
3712	None
3713	None
3714	None
3715	None
3716	None
3717	None
3718	None
3719	None
3720	None
3721	None
3722	None
3723	None
3724	None
3725	None
3726	None
3727	7112
3728	None
3729	None
3730	None
3731	None
3732	None
3733	4131
3734	5272
3735	None
3736	None
3737	None
3738	None
3739	None
3740	None
3741	None
3742	None
3743	None
3744	None
3745	None
3746	None
3747	None
3748	None
3749	None
3750	None
3751	None
3752	5075
3753	None
3754	4149
3755	None
3756	None
3757	None
3758	None
3759	None
3760	None
3761	5625
3762	None
3763	4480
3764	None
3765	5442
3766	None
3767	None
3768	None
3769	3412
3770	None
3771	None
3772	None
3773	None
3774	8233
3775	None
3776	None
3777	4471
3778	None
3779	6536
3780	5147
3781	None
3782	None
3783	None
3784	None
3785	None
3786	4323
3787	2551
3788	None
3789	None
3790	None
3791	5871
3792	None
3793	None
3794	None
3795	None
3796	5170
3797	4437
3798	None
3799	5689
3800	None
3801	None
3802	None
3803	None
3804	5491
3805	4580
3806	None
3807	None
3808	None
3809	5407
3810	None
3811	None
3812	None
3813	None
3814	None
3815	None
3816	None
3817	None
3818	None
3819	None
3820	None
3821	None
3822	4458
3823	None
3824	None
3825	None
3826	5403
3827	None
3828	None
3829	3696
3830	None
3831	8089
3832	None
3833	None
3834	None
3835	4283
3836	None
3837	5430
3838	4384
3839	None
3840	None
3841	None
3842	4428
3843	6980
3844	4386
3845	None
3846	None
3847	6864
3848	None
3849	3312
3850	None
3851	None
3852	2740
3853	None
3854	4679
3855	None
3856	None
3857	6367
3858	None
3859	3527
3860	None
3861	5236
3862	None
3863	4408
3864	4394
3865	4388
3866	None
3867	None
3868	None
3869	7656
3870	None
3871	2930
3872	6331
3873	2368
3874	5700
3875	None
3876	None
3877	5101
3878	None
3879	3418
3880	None
3881	None
3882	6474
3883	None
3884	None
3885	None
3886	None
3887	None
3888	4073
3889	4529
3890	4482
3891	4844
3892	2519
3893	None
3894	None
3895	3437
3896	None
3897	None
3898	4515
3899	4743
3900	None
3901	5614
3902	None
3903	5673
3904	8302
3905	None
3906	None
3907	None
3908	None
3909	4518
3910	None
3911	None
3912	4657
3913	2856
3914	4549
3915	None
3916	None
3917	None
3918	7867
3919	None
3920	5398
3921	None
3922	None
3923	None
3924	None
3925	None
3926	4703
3927	None
3928	None
3929	3556
3930	None
3931	4291
3932	5896
3933	3518
3934	None
3935	None
3936	6145
3937	None
3938	None
3939	4550
3940	None
3941	7311
3942	None
3943	None
3944	3185
3945	None
3946	None
3947	3447
3948	None
3949	None
3950	None
3951	None
3952	6079
3953	4255
3954	None
3955	None
3956	None
3957	None
3958	8680
3959	None
3960	None
3961	None
3962	None
3963	None
3964	None
3965	None
3966	None
3967	None
3968	4580
3969	None
3970	3207
3971	None
3972	None
3973	6199
3974	None
3975	None
3976	None
3977	None
3978	None
3979	None
3980	None
3981	8226
3982	3165
3983	None
3984	None
3985	None
3986	None
3987	5325
3988	None
3989	None
3990	None
3991	None
3992	None
3993	None
3994	None
3995	None
3996	None
3997	None
3998	None
3999	None
4000	None
4001	2738
4002	5563
4003	None
4004	None
4005	None
4006	None
4007	None
4008	None
4009	None
4010	None
4011	3844
4012	None
4013	None
4014	None
4015	None
4016	6377
4017	None
4018	None
4019	5380
4020	None
4021	None
4022	None
4023	6072
4024	None
4025	3887
4026	3605
4027	None
4028	None
4029	None
4030	3014
4031	None
4032	None
4033	None
4034	None
4035	5492
4036	None
4037	None
4038	None
4039	None
4040	None
4041	None
4042	None
4043	None
4044	None
4045	None
4046	None
4047	None
4048	None
4049	None
4050	None
4051	None
4052	None
4053	None
4054	None
4055	None
4056	None
4057	None
4058	None
4059	None
4060	None
4061	None
4062	None
4063	None
4064	None
4065	None
4066	None
4067	None
4068	None
4069	None
4070	None
4071	None
4072	None
4073	None
4074	None
4075	None
4076	None
4077	5432
4078	None
4079	2587
4080	None
4081	None
4082	None
4083	None
4084	None
4085	None
4086	8449
4087	None
4088	None
4089	None
4090	None
4091	None
4092	None
4093	None
4094	None
4095	None
4096	None
4097	None
4098	None
4099	None
4100	8709
4101	None
4102	None
4103	None
4104	8481
4105	None
4106	None
4107	None
4108	None
4109	None
4110	None
4111	None
4112	None
4113	None
4114	3874
4115	None
4116	None
4117	None
4118	None
4119	None
4120	None
4121	None
4122	None
4123	None
4124	None
4125	None
4126	None
4127	None
4128	None
4129	None
4130	None
4131	None
4132	None
4133	None
4134	None
4135	None
4136	None
4137	None
4138	None
4139	None
4140	None
4141	None
4142	None
4143	None
4144	None
4145	None
4146	None
4147	None
4148	None
4149	None
4150	None
4151	7153
4152	None
4153	None
4154	None
4155	None
4156	None
4157	None
4158	5879
4159	None
4160	None
4161	None
4162	None
4163	None
4164	None
4165	None
4166	None
4167	None
4168	None
4169	None
4170	None
4171	None
4172	None
4173	None
4174	None
4175	None
4176	4927
4177	None
4178	None
4179	None
4180	None
4181	None
4182	None
4183	None
4184	None
4185	None
4186	None
4187	None
4188	None
4189	7154
4190	None
4191	None
4192	6211
4193	None
4194	None
4195	None
4196	None
4197	None
4198	None
4199	7238
4200	None
4201	None
4202	5251
4203	None
4204	6551
4205	4362
4206	None
4207	None
4208	None
4209	None
4210	None
4211	None
4212	None
4213	5413
4214	None
4215	None
4216	None
4217	None
4218	None
4219	None
4220	None
4221	None
4222	5421
4223	None
4224	None
4225	None
4226	None
4227	None
4228	None
4229	None
4230	4706
4231	None
4232	None
4233	None
4234	None
4235	None
4236	None
4237	None
4238	7083
4239	None
4240	None
4241	None
4242	None
4243	None
4244	None
4245	None
4246	None
4247	None
4248	None
4249	None
4250	None
4251	None
4252	None
4253	None
4254	None
4255	None
4256	3693
4257	None
4258	3661
4259	None
4260	None
4261	None
4262	None
4263	None
4264	None
4265	None
4266	None
4267	None
4268	None
4269	3509
4270	None
4271	None
4272	None
4273	None
4274	None
4275	None
4276	3539
4277	None
4278	None
4279	None
4280	None
4281	None
4282	None
4283	None
4284	None
4285	3748
4286	None
4287	None
4288	None
4289	None
4290	None
4291	None
4292	None
4293	None
4294	4051
4295	None
4296	None
4297	None
4298	4014
4299	None
4300	5753
4301	None
4302	None
4303	None
4304	None
4305	4019
4306	None
4307	None
4308	None
4309	None
4310	7004
4311	None
4312	None
4313	None
4314	None
4315	None
4316	None
4317	None
4318	None
4319	None
4320	3580
4321	None
4322	None
4323	None
4324	None
4325	None
4326	None
4327	None
4328	None
4329	None
4330	None
4331	7004
4332	None
4333	None
4334	None
4335	None
4336	None
4337	None
4338	6375
4339	6241
4340	None
4341	None
4342	None
4343	None
4344	None
4345	None
4346	None
4347	None
4348	None
4349	None
4350	3625
4351	None
4352	None
4353	None
4354	None
4355	None
4356	None
4357	None
4358	None
4359	None
4360	None
4361	None
4362	None
4363	6934
4364	6485
4365	3673
4366	None
4367	None
4368	None
4369	4373
4370	None
4371	None
4372	None
4373	7649
4374	None
4375	None
4376	None
4377	None
4378	None
4379	None
4380	None
4381	None
4382	None
4383	None
4384	None
4385	None
4386	None
4387	None
4388	None
4389	None
4390	None
4391	None
4392	None
4393	None
4394	None
4395	None
4396	None
4397	None
4398	None
4399	None
4400	7733
4401	None
4402	None
4403	None
4404	None
4405	None
4406	None
4407	None
4408	None
4409	None
4410	None
4411	None
4412	None
4413	None
4414	None
4415	3602
4416	6517
4417	None
4418	None
4419	6698
4420	None
4421	None
4422	None
4423	None
4424	None
4425	None
4426	None
4427	None
4428	None
4429	None
4430	None
4431	None
4432	None
4433	None
4434	None
4435	3366
4436	None
4437	None
4438	None
4439	None
4440	None
4441	None
4442	None
4443	None
4444	None
4445	4430
4446	None
4447	None
4448	None
4449	None
4450	None
4451	None
4452	None
4453	6144
4454	None
4455	5204
4456	None
4457	None
4458	None
4459	None
4460	None
4461	None
4462	None
4463	None
4464	None
4465	None
4466	None
4467	None
4468	None
4469	None
4470	None
4471	None
4472	None
4473	2959
4474	5488
4475	None
4476	None
4477	None
4478	None
4479	None
4480	None
4481	None
4482	None
4483	None
4484	None
4485	None
4486	None
4487	None
4488	None
4489	None
4490	None
4491	None
4492	None
4493	None
4494	None
4495	None
4496	None
4497	6784
4498	None
4499	None
4500	None
4501	None
4502	6848
4503	5720
4504	None
4505	None
4506	None
4507	None
4508	None
4509	None
4510	None
4511	None
4512	None
4513	None
4514	None
4515	None
4516	None
4517	None
4518	None
4519	None
4520	None
4521	None
4522	None
4523	None
4524	None
4525	None
4526	None
4527	None
4528	None
4529	None
4530	None
4531	None
4532	6246
4533	None
4534	None
4535	None
4536	None
4537	None
4538	None
4539	None
4540	None
4541	None
4542	None
4543	None
4544	7096
4545	None
4546	None
4547	None
4548	None
4549	None
4550	None
4551	None
4552	None
4553	None
4554	None
4555	None
4556	None
4557	None
4558	None
4559	None
4560	None
4561	None
4562	4239
4563	6237
4564	4072
4565	None
4566	None
4567	None
4568	None
4569	6619
4570	None
4571	None
4572	7886
4573	None
4574	None
4575	None
4576	None
4577	None
4578	None
4579	None
4580	None
4581	None
4582	None
4583	None
4584	None
4585	None
4586	None
4587	None
4588	None
4589	None
4590	None
4591	None
4592	None
4593	None
4594	None
4595	None
4596	None
4597	2426
4598	None
4599	None
4600	None
4601	None
4602	None
4603	None
4604	None
4605	None
4606	None
4607	6605
4608	None
4609	None
4610	None
4611	None
4612	None
4613	None
4614	None
4615	None
4616	6676
4617	None
4618	None
4619	None
4620	None
4621	None
4622	3936
4623	None
4624	None
4625	None
4626	None
4627	None
4628	5314
4629	None
4630	None
4631	None
4632	None
4633	None
4634	4643
4635	None
4636	None
4637	None
4638	6711
4639	None
4640	None
4641	None
4642	None
4643	None
4644	None
4645	None
4646	None
4647	None
4648	None
4649	None
4650	None
4651	6468
4652	None
4653	None
4654	None
4655	None
4656	None
4657	None
4658	None
4659	None
4660	None
4661	None
4662	None
4663	3505
4664	3456
4665	None
4666	None
4667	None
4668	4596
4669	None
4670	None
4671	None
4672	None
4673	None
4674	None
4675	None
4676	None
4677	5805
4678	6377
4679	None
4680	None
4681	6856
4682	None
4683	None
4684	3456
4685	None
4686	2506
4687	None
4688	None
4689	None
4690	None
4691	None
4692	None
4693	None
4694	None
4695	None
4696	None
4697	None
4698	None
4699	4592
4700	None
4701	None
4702	None
4703	None
4704	None
4705	None
4706	None
4707	None
4708	None
4709	None
4710	None
4711	None
4712	None
4713	None
4714	None
4715	None
4716	6885
4717	None
4718	None
4719	None
4720	None
4721	None
4722	None
4723	None
4724	None
4725	None
4726	None
4727	None
4728	None
4729	6147
4730	None
4731	None
4732	None
4733	None
4734	None
4735	None
4736	None
4737	None
4738	None
4739	6705
4740	None
4741	None
4742	None
4743	4840
4744	None
4745	None
4746	None
4747	None
4748	6719
4749	None
4750	None
4751	7306
4752	6616
4753	None
4754	None
4755	None
4756	None
4757	None
4758	None
4759	None
4760	None
4761	None
4762	None
4763	None
4764	None
4765	None
4766	6564
4767	None
4768	None
4769	None
4770	None
4771	None
4772	None
4773	None
4774	4588
4775	None
4776	6168
4777	None
4778	None
4779	None
4780	None
4781	None
4782	None
4783	None
4784	None
4785	None
4786	None
4787	None
4788	4424
4789	None
4790	None
4791	None
4792	None
4793	5321
4794	None
4795	None
4796	None
4797	None
4798	None
4799	None
4800	None
4801	None
4802	None
4803	None
4804	None
4805	None
4806	None
4807	None
4808	None
4809	7593
4810	None
4811	None
4812	None
4813	None
4814	None
4815	None
4816	6594
4817	None
4818	None
4819	None
4820	7247
4821	None
4822	None
4823	None
4824	3602
4825	None
4826	None
4827	None
4828	None
4829	6909
4830	None
4831	3752
4832	None
4833	None
4834	None
4835	None
4836	None
4837	None
4838	None
4839	None
4840	None
4841	None
4842	None
4843	None
4844	None
4845	None
4846	3453
4847	None
4848	None
4849	None
4850	None
4851	None
4852	None
4853	None
4854	None
4855	None
4856	None
4857	None
4858	7620
4859	7658
4860	None
4861	None
4862	None
4863	None
4864	None
4865	None
4866	6610
4867	None
4868	None
4869	2919
4870	None
4871	None
4872	None
4873	None
4874	None
4875	None
4876	3231
4877	6283
4878	None
4879	9326
4880	None
4881	None
4882	5366
4883	None
4884	None
4885	None
4886	None
4887	None
4888	None
4889	6773
4890	None
4891	8110
4892	4054
4893	None
4894	None
4895	None
4896	None
4897	None
4898	None
4899	None
4900	5095
4901	None
4902	None
4903	6901
4904	None
4905	None
4906	None
4907	6719
4908	None
4909	None
4910	None
4911	5981
4912	6816
4913	None
4914	None
4915	6266
4916	None
4917	None
4918	None
4919	None
4920	None
4921	None
4922	None
4923	None
4924	None
4925	None
4926	None
4927	4089
4928	None
4929	None
4930	4733
4931	None
4932	None
4933	6664
4934	None
4935	6616
4936	3939
4937	None
4938	None
4939	None
4940	None
4941	None
4942	None
4943	None
4944	4222
4945	7621
4946	6402
4947	None
4948	None
4949	None
4950	None
4951	None
4952	None
4953	4726
4954	6699
4955	None
4956	None
4957	None
4958	7766
4959	None
4960	6944
4961	3695
4962	None
4963	7081
4964	6225
4965	3722
4966	None
4967	5280
4968	None
4969	None
4970	2959
4971	None
4972	7112
4973	3742
4974	7218
4975	5180
4976	None
4977	None
4978	None
4979	3130
4980	6870
4981	5643
4982	None
4983	8136
4984	None
4985	4287
4986	6690
4987	2398
4988	None
4989	4955
4990	7601
4991	6841
4992	None
4993	None
4994	None
4995	None
4996	None
4997	None
4998	6934
4999	None
5000	None
5001	6619
5002	None
5003	6765
5004	6779
5005	3625
5006	None
5007	6889
5008	None
5009	None
5010	None
5011	None
5012	None
5013	None
5014	None
5015	None
5016	None
5017	2981
5018	3486
5019	3254
5020	6673
5021	6980
5022	None
5023	4485
5024	6618
5025	3014
5026	None
5027	None
5028	None
5029	None
5030	7067
5031	None
5032	4414
5033	None
5034	None
5035	7024
5036	None
5037	7581
5038	3674
5039	5323
5040	4179
5041	3258
5042	None
5043	7552
5044	None
5045	None
5046	7400
5047	None
5048	4785
5049	6885
5050	None
5051	7041
5052	None
5053	3964
5054	6752
5055	None
5056	4608
5057	7347
5058	5379
5059	None
5060	4444
5061	None
5062	4298
5063	7154
5064	7073
5065	7109
5066	7378
5067	6846
5068	7157
5069	7331
5070	6799
5071	5213
5072	None
5073	6530
5074	None
5075	None
5076	6967
5077	7001
5078	7669
5079	8506
5080	6747
5081	None
5082	None
5083	6230
5084	7297
5085	6705
5086	None
5087	None
5088	6871
5089	None
5090	6925
5091	7075
5092	None
5093	6752
5094	4725
5095	None
5096	6679
5097	3315
5098	3889
5099	None
5100	5763
5101	5044
5102	None
5103	7961
5104	None
5105	6888
5106	5591
5107	None
5108	7934
5109	None
5110	None
5111	None
5112	None
5113	7072
5114	None
5115	6969
5116	4997
5117	6690
5118	4530
5119	6974
5120	5018
5121	None
5122	None
5123	7213
5124	7112
5125	6673
5126	3425
5127	6745
5128	None
5129	7102
5130	3701
5131	None
5132	None
5133	4434
5134	None
5135	None
5136	7602
5137	7415
5138	5546
5139	7552
5140	6884
5141	7087
5142	4665
5143	6530
5144	7639
5145	None
5146	3857
5147	6129
5148	7206
5149	3575
5150	6234
5151	None
5152	None
5153	7285
5154	7008
5155	None
5156	7194
5157	None
5158	7377
5159	7189
5160	3507
5161	7019
5162	None
5163	None
5164	7611
5165	5565
5166	5366
5167	None
5168	None
5169	None
5170	3514
5171	4912
5172	None
5173	4657
5174	4842
5175	7295
5176	5152
5177	None
5178	None
5179	7146
5180	None
5181	7351
5182	7044
5183	4875
5184	6933
5185	8151
5186	6821
5187	None
5188	7934
5189	3461
5190	8007
5191	3047
5192	6659
5193	4392
5194	None
5195	4538
5196	None
5197	8856
5198	7295
5199	7641
5200	6975
5201	4694
5202	7821
5203	7196
5204	None
5205	3410
5206	7375
5207	None
5208	7849
5209	8099
5210	3776
5211	4951
5212	7208
5213	7404
5214	6953
5215	None
5216	5080
5217	4069
5218	7443
5219	None
5220	7631
5221	7437
5222	None
5223	7544
5224	None
5225	7259
5226	None
5227	None
5228	None
5229	6754
5230	5518
5231	8406
5232	None
5233	8276
5234	None
5235	None
5236	4387
5237	5304
5238	5314
5239	7593
5240	None
5241	7343
5242	7172
5243	7864
5244	None
5245	None
5246	3959
5247	7647
5248	None
5249	4592
5250	4714
5251	7535
5252	3684
5253	7369
5254	None
5255	7000
5256	None
5257	4858
5258	7902
5259	None
5260	None
5261	None
5262	7096
5263	7115
5264	7641
5265	7368
5266	7407
5267	None
5268	3598
5269	None
5270	None
5271	7170
5272	6950
5273	7641
5274	None
5275	7437
5276	None
5277	7532
5278	4735
5279	3832
5280	7847
5281	8136
5282	None
5283	7196
5284	None
5285	7615
5286	4340
5287	7828
5288	None
5289	7189
5290	4047
5291	4924
5292	None
5293	None
5294	None
5295	3678
