1603 matches
['halomatch.py', 'Runs/', 'LCDM_vanilla', 'SymD_DM', '64', '.5', 'match_LCDM_vanilla_SymD_DM']
LCDM_vanilla	SymD_DM
2780	1982
2781	3679
2782	4948
2783	2290
2784	None
2785	None
2786	None
2787	3208
2788	None
2789	None
2790	3266
2791	None
2792	1223
2793	None
2794	None
2795	None
2796	4392
2797	4431
2798	3104
2799	None
2800	4942
2801	6976
2802	1585
2803	None
2804	None
2805	5708
2806	3277
2807	None
2808	5995
2809	4782
2810	None
2811	4482
2812	None
2813	None
2814	None
2815	None
2816	3996
2817	None
2818	None
2819	4839
2820	5481
2821	None
2822	5371
2823	None
2824	1780
2825	None
2826	None
2827	None
2828	None
2829	None
2830	4065
2831	5454
2832	4361
2833	None
2834	None
2835	2606
2836	None
2837	None
2838	None
2839	6735
2840	None
2841	5644
2842	4231
2843	6733
2844	None
2845	None
2846	None
2847	None
2848	None
2849	None
2850	None
2851	6244
2852	None
2853	5711
2854	None
2855	None
2856	None
2857	None
2858	None
2859	None
2860	None
2861	None
2862	None
2863	None
2864	None
2865	5500
2866	None
2867	None
2868	None
2869	None
2870	5931
2871	None
2872	None
2873	5983
2874	None
2875	None
2876	None
2877	None
2878	2282
2879	None
2880	None
2881	None
2882	None
2883	None
2884	5553
2885	None
2886	None
2887	None
2888	None
2889	None
2890	None
2891	2282
2892	None
2893	None
2894	None
2895	None
2896	None
2897	None
2898	None
2899	2548
2900	None
2901	None
2902	None
2903	None
2904	5849
2905	None
2906	None
2907	None
2908	3578
2909	None
2910	None
2911	None
2912	None
2913	None
2914	None
2915	None
2916	None
2917	None
2918	None
2919	None
2920	None
2921	None
2922	None
2923	2447
2924	5508
2925	None
2926	None
2927	None
2928	4495
2929	None
2930	None
2931	None
2932	None
2933	5267
2934	3535
2935	None
2936	None
2937	None
2938	None
2939	None
2940	None
2941	2694
2942	None
2943	3600
2944	None
2945	4017
2946	None
2947	5635
2948	None
2949	None
2950	None
2951	7325
2952	None
2953	None
2954	None
2955	None
2956	3725
2957	None
2958	None
2959	5714
2960	5284
2961	None
2962	4942
2963	None
2964	None
2965	None
2966	None
2967	None
2968	None
2969	5534
2970	4259
2971	None
2972	None
2973	None
2974	None
2975	1940
2976	None
2977	None
2978	None
2979	None
2980	None
2981	6794
2982	None
2983	6093
2984	None
2985	5881
2986	None
2987	None
2988	None
2989	4152
2990	None
2991	1388
2992	5674
2993	4417
2994	None
2995	None
2996	None
2997	None
2998	None
2999	5231
3000	None
3001	None
3002	6032
3003	None
3004	None
3005	None
3006	None
3007	None
3008	None
3009	None
3010	5480
3011	None
3012	None
3013	None
3014	None
3015	1662
3016	5759
3017	None
3018	None
3019	1443
3020	None
3021	None
3022	4671
3023	None
3024	4256
3025	None
3026	None
3027	None
3028	3871
3029	None
3030	None
3031	3114
3032	None
3033	None
3034	None
3035	None
3036	None
3037	None
3038	None
3039	None
3040	None
3041	4142
3042	None
3043	None
3044	None
3045	None
3046	None
3047	None
3048	None
3049	None
3050	7887
3051	5457
3052	None
3053	None
3054	5251
3055	None
3056	None
3057	None
3058	5943
3059	None
3060	3378
3061	None
3062	None
3063	None
3064	None
3065	4758
3066	None
3067	None
3068	None
3069	4091
3070	None
3071	None
3072	None
3073	6238
3074	None
3075	None
3076	4088
3077	3886
3078	6365
3079	None
3080	None
3081	1399
3082	None
3083	1624
3084	3829
3085	None
3086	None
3087	None
3088	None
3089	5380
3090	None
3091	None
3092	None
3093	3694
3094	None
3095	None
3096	None
3097	None
3098	4743
3099	None
3100	None
3101	None
3102	3607
3103	None
3104	None
3105	None
3106	None
3107	None
3108	None
3109	None
3110	None
3111	None
3112	8241
3113	None
3114	None
3115	None
3116	None
3117	3769
3118	4490
3119	None
3120	None
3121	None
3122	None
3123	None
3124	None
3125	None
3126	None
3127	5888
3128	8041
3129	None
3130	6058
3131	1727
3132	4654
3133	None
3134	6818
3135	None
3136	None
3137	4720
3138	None
3139	None
3140	7940
3141	None
3142	None
3143	6558
3144	None
3145	6812
3146	None
3147	None
3148	None
3149	1637
3150	None
3151	8398
3152	None
3153	None
3154	4800
3155	None
3156	None
3157	None
3158	4548
3159	7416
3160	None
3161	5091
3162	None
3163	None
3164	None
3165	None
3166	4516
3167	None
3168	None
3169	None
3170	None
3171	4860
3172	None
3173	3715
3174	7006
3175	None
3176	None
3177	None
3178	2447
3179	4133
3180	2954
3181	None
3182	None
3183	6395
3184	None
3185	2924
3186	5921
3187	None
3188	2600
3189	None
3190	None
3191	None
3192	None
3193	None
3194	None
3195	None
3196	None
3197	None
3198	3892
3199	None
3200	None
3201	6615
3202	None
3203	3060
3204	None
3205	4490
3206	4260
3207	None
3208	None
3209	None
3210	None
3211	None
3212	None
3213	None
3214	None
3215	None
3216	3166
3217	1612
3218	None
3219	None
3220	6104
3221	7901
3222	5720
3223	None
3224	3994
3225	None
3226	None
3227	None
3228	None
3229	None
3230	4314
3231	None
3232	7510
3233	None
3234	4169
3235	None
3236	None
3237	None
3238	5738
3239	None
3240	5210
3241	4752
3242	None
3243	6377
3244	None
3245	None
3246	None
3247	5877
3248	None
3249	None
3250	None
3251	None
3252	4198
3253	None
3254	None
3255	3530
3256	None
3257	None
3258	4377
3259	None
3260	None
3261	4894
3262	2231
3263	None
3264	2687
3265	None
3266	None
3267	None
3268	8896
3269	3017
3270	4014
3271	None
3272	None
3273	None
3274	None
3275	3956
3276	4391
3277	1522
3278	None
3279	None
3280	None
3281	None
3282	3938
3283	None
3284	None
3285	5291
3286	None
3287	None
3288	None
3289	3933
3290	None
3291	None
3292	None
3293	None
3294	None
3295	None
3296	None
3297	None
3298	None
3299	None
3300	None
3301	4803
3302	1587
3303	4766
3304	None
3305	None
3306	5917
3307	None
3308	7837
3309	None
3310	None
3311	7880
3312	None
3313	None
3314	None
3315	2746
3316	None
3317	None
3318	None
3319	None
3320	None
3321	6120
3322	3955
3323	None
3324	6137
3325	None
3326	None
3327	5321
3328	None
3329	None
3330	None
3331	4069
3332	None
3333	None
3334	3642
3335	None
3336	None
3337	7186
3338	4165
3339	None
3340	4794
3341	None
3342	None
3343	None
3344	None
3345	None
3346	4095
3347	5466
3348	None
3349	None
3350	None
3351	None
3352	4826
3353	None
3354	5992
3355	None
3356	None
3357	None
3358	None
3359	None
3360	6300
3361	None
3362	None
3363	4311
3364	None
3365	None
3366	None
3367	6510
3368	3175
3369	4271
3370	None
3371	5339
3372	4916
3373	None
3374	None
3375	None
3376	None
3377	7690
3378	None
3379	5266
3380	None
3381	1812
3382	5927
3383	None
3384	None
3385	None
3386	5590
3387	None
3388	None
3389	None
3390	None
3391	None
3392	None
3393	None
3394	None
3395	None
3396	None
3397	None
3398	None
3399	None
3400	5018
3401	None
3402	None
3403	5106
3404	None
3405	4226
3406	None
3407	None
3408	None
3409	None
3410	None
3411	3728
3412	None
3413	None
3414	None
3415	None
3416	None
3417	None
3418	6896
3419	None
3420	None
3421	None
3422	None
3423	None
3424	None
3425	None
3426	4180
3427	None
3428	None
3429	None
3430	None
3431	4442
3432	None
3433	None
3434	3592
3435	None
3436	None
3437	6083
3438	None
3439	4732
3440	6999
3441	None
3442	None
3443	None
3444	None
3445	5067
3446	None
3447	7835
3448	None
3449	8042
3450	None
3451	None
3452	None
3453	None
3454	None
3455	None
3456	3271
3457	1717
3458	None
3459	5150
3460	None
3461	4145
3462	None
3463	None
3464	None
3465	None
3466	None
3467	None
3468	None
3469	None
3470	None
3471	None
3472	None
3473	None
3474	None
3475	6791
3476	None
3477	None
3478	None
3479	None
3480	None
3481	None
3482	2562
3483	None
3484	None
3485	6424
3486	None
3487	None
3488	None
3489	2983
3490	None
3491	6483
3492	None
3493	None
3494	None
3495	None
3496	None
3497	None
3498	None
3499	None
3500	None
3501	None
3502	None
3503	6778
3504	None
3505	None
3506	None
3507	7053
3508	None
3509	5654
3510	None
3511	4926
3512	5817
3513	None
3514	None
3515	6304
3516	None
3517	None
3518	None
3519	8248
3520	None
3521	None
3522	None
3523	None
3524	None
3525	None
3526	4872
3527	None
3528	8787
3529	5563
3530	None
3531	None
3532	3819
3533	None
3534	None
3535	None
3536	6809
3537	None
3538	8115
3539	None
3540	None
3541	None
3542	1838
3543	3198
3544	None
3545	6308
3546	None
3547	2792
3548	None
3549	None
3550	6376
3551	None
3552	6561
3553	5242
3554	None
3555	None
3556	None
3557	None
3558	4764
3559	None
3560	None
3561	None
3562	None
3563	5771
3564	None
3565	3667
3566	None
3567	None
3568	2857
3569	7840
3570	None
3571	None
3572	4558
3573	None
3574	8168
3575	6976
3576	6987
3577	7646
3578	None
3579	None
3580	None
3581	None
3582	None
3583	None
3584	None
3585	None
3586	None
3587	None
3588	3867
3589	None
3590	6521
3591	5738
3592	None
3593	5570
3594	None
3595	None
3596	None
3597	None
3598	None
3599	5873
3600	None
3601	None
3602	None
3603	None
3604	None
3605	None
3606	2271
3607	8670
3608	None
3609	8571
3610	None
3611	None
3612	None
3613	4309
3614	4521
3615	4706
3616	None
3617	None
3618	None
3619	None
3620	None
3621	None
3622	None
3623	None
3624	None
3625	None
3626	None
3627	None
3628	None
3629	5757
3630	None
3631	None
3632	None
3633	None
3634	None
3635	8517
3636	None
3637	None
3638	None
3639	None
3640	None
3641	4818
3642	None
3643	8155
3644	None
3645	None
3646	None
3647	5748
3648	None
3649	None
3650	None
3651	None
3652	None
3653	None
3654	None
3655	None
3656	None
3657	None
3658	8432
3659	3938
3660	None
3661	None
3662	None
3663	None
3664	None
3665	None
3666	None
3667	4801
3668	None
3669	None
3670	1894
3671	2687
3672	None
3673	None
3674	3286
3675	None
3676	None
3677	None
3678	None
3679	None
3680	None
3681	None
3682	None
3683	9115
3684	None
3685	None
3686	None
3687	None
3688	None
3689	None
3690	None
3691	None
3692	None
3693	4860
3694	None
3695	3262
3696	None
3697	None
3698	None
3699	None
3700	None
3701	None
3702	4828
3703	None
3704	None
3705	None
3706	None
3707	None
3708	None
3709	None
3710	None
3711	None
3712	None
3713	None
3714	None
3715	None
3716	None
3717	None
3718	None
3719	None
3720	None
3721	None
3722	None
3723	None
3724	None
3725	None
3726	5132
3727	2500
3728	None
3729	None
3730	None
3731	None
3732	None
3733	None
3734	None
3735	None
3736	None
3737	None
3738	None
3739	None
3740	None
3741	None
3742	None
3743	None
3744	None
3745	None
3746	None
3747	None
3748	None
3749	None
3750	None
3751	None
3752	None
3753	None
3754	2605
3755	None
3756	None
3757	None
3758	None
3759	None
3760	None
3761	None
3762	None
3763	None
3764	None
3765	5281
3766	None
3767	7664
3768	None
3769	5002
3770	None
3771	None
3772	None
3773	None
3774	None
3775	None
3776	None
3777	None
3778	None
3779	None
3780	7075
3781	None
3782	None
3783	None
3784	None
3785	None
3786	6602
3787	2074
3788	None
3789	None
3790	None
3791	2188
3792	None
3793	None
3794	None
3795	None
3796	4624
3797	None
3798	None
3799	None
3800	None
3801	None
3802	None
3803	None
3804	3061
3805	None
3806	5043
3807	None
3808	None
3809	None
3810	None
3811	None
3812	None
3813	None
3814	None
3815	None
3816	None
3817	None
3818	7991
3819	None
3820	None
3821	None
3822	7111
3823	None
3824	None
3825	None
3826	None
3827	None
3828	None
3829	3642
3830	None
3831	None
3832	None
3833	7413
3834	None
3835	8184
3836	None
3837	None
3838	7560
3839	None
3840	None
3841	None
3842	None
3843	2649
3844	None
3845	None
3846	None
3847	None
3848	None
3849	3160
3850	None
3851	None
3852	None
3853	None
3854	4534
3855	None
3856	None
3857	7562
3858	8469
3859	None
3860	None
3861	None
3862	None
3863	None
3864	None
3865	6026
3866	None
3867	None
3868	None
3869	7384
3870	None
3871	3414
3872	None
3873	3175
3874	None
3875	None
3876	None
3877	6084
3878	None
3879	None
3880	None
3881	None
3882	3920
3883	None
3884	None
3885	None
3886	None
3887	None
3888	6264
3889	6271
3890	None
3891	3478
3892	None
3893	6406
3894	None
3895	5213
3896	None
3897	8259
3898	None
3899	None
3900	None
3901	2993
3902	None
3903	4560
3904	None
3905	None
3906	None
3907	None
3908	None
3909	None
3910	3458
3911	8006
3912	None
3913	3429
3914	None
3915	8705
3916	None
3917	None
3918	8458
3919	7652
3920	None
3921	None
3922	None
3923	None
3924	None
3925	None
3926	None
3927	None
3928	None
3929	5768
3930	None
3931	None
3932	None
3933	None
3934	None
3935	None
3936	6132
3937	None
3938	None
3939	3478
3940	None
3941	None
3942	None
3943	None
3944	None
3945	None
3946	None
3947	6323
3948	None
3949	None
3950	None
3951	None
3952	None
3953	None
3954	None
3955	7195
3956	None
3957	5009
3958	8844
3959	None
3960	None
3961	None
3962	None
3963	None
3964	None
3965	None
3966	None
3967	None
3968	9239
3969	None
3970	3016
3971	None
3972	None
3973	5556
3974	None
3975	None
3976	None
3977	None
3978	None
3979	None
3980	None
3981	7332
3982	2605
3983	None
3984	None
3985	None
3986	None
3987	7568
3988	None
3989	None
3990	None
3991	5891
3992	None
3993	None
3994	None
3995	None
3996	None
3997	None
3998	None
3999	None
4000	None
4001	2441
4002	2404
4003	None
4004	None
4005	None
4006	None
4007	None
4008	None
4009	5854
4010	None
4011	None
4012	None
4013	None
4014	None
4015	None
4016	3770
4017	None
4018	None
4019	8363
4020	None
4021	None
4022	None
4023	1819
4024	None
4025	6049
4026	3900
4027	None
4028	None
4029	None
4030	2732
4031	None
4032	None
4033	None
4034	None
4035	4860
4036	None
4037	None
4038	None
4039	None
4040	None
4041	None
4042	None
4043	None
4044	None
4045	None
4046	None
4047	None
4048	None
4049	None
4050	None
4051	None
4052	None
4053	None
4054	None
4055	None
4056	None
4057	None
4058	None
4059	None
4060	None
4061	None
4062	None
4063	None
4064	None
4065	None
4066	None
4067	None
4068	None
4069	None
4070	None
4071	None
4072	None
4073	None
4074	None
4075	None
4076	None
4077	None
4078	None
4079	3194
4080	None
4081	None
4082	None
4083	None
4084	None
4085	None
4086	7737
4087	None
4088	None
4089	None
4090	None
4091	None
4092	None
4093	None
4094	None
4095	None
4096	None
4097	None
4098	None
4099	None
4100	None
4101	None
4102	None
4103	None
4104	None
4105	None
4106	None
4107	None
4108	None
4109	None
4110	None
4111	None
4112	None
4113	None
4114	3475
4115	None
4116	None
4117	None
4118	None
4119	None
4120	None
4121	None
4122	None
4123	None
4124	None
4125	None
4126	None
4127	None
4128	None
4129	None
4130	None
4131	None
4132	None
4133	4761
4134	None
4135	None
4136	None
4137	None
4138	None
4139	None
4140	None
4141	None
4142	None
4143	None
4144	None
4145	None
4146	None
4147	None
4148	None
4149	None
4150	None
4151	None
4152	None
4153	None
4154	None
4155	None
4156	None
4157	None
4158	4041
4159	None
4160	None
4161	2265
4162	None
4163	None
4164	None
4165	None
4166	None
4167	None
4168	None
4169	None
4170	None
4171	None
4172	None
4173	None
4174	None
4175	None
4176	2001
4177	None
4178	None
4179	None
4180	None
4181	None
4182	None
4183	None
4184	None
4185	None
4186	None
4187	None
4188	None
4189	2940
4190	None
4191	None
4192	None
4193	None
4194	None
4195	None
4196	None
4197	None
4198	None
4199	6890
4200	None
4201	None
4202	None
4203	None
4204	None
4205	2102
4206	None
4207	None
4208	None
4209	None
4210	None
4211	None
4212	None
4213	6858
4214	None
4215	None
4216	None
4217	None
4218	None
4219	None
4220	None
4221	None
4222	None
4223	None
4224	None
4225	None
4226	None
4227	None
4228	None
4229	None
4230	None
4231	None
4232	None
4233	None
4234	None
4235	None
4236	None
4237	None
4238	4353
4239	None
4240	None
4241	None
4242	None
4243	None
4244	None
4245	None
4246	None
4247	None
4248	None
4249	None
4250	None
4251	None
4252	None
4253	None
4254	None
4255	None
4256	4004
4257	None
4258	None
4259	None
4260	None
4261	None
4262	None
4263	None
4264	None
4265	None
4266	None
4267	None
4268	None
4269	2105
4270	None
4271	None
4272	None
4273	None
4274	None
4275	None
4276	2995
4277	None
4278	None
4279	None
4280	None
4281	None
4282	None
4283	None
4284	None
4285	None
4286	None
4287	None
4288	None
4289	None
4290	None
4291	None
4292	None
4293	None
4294	None
4295	None
4296	None
4297	None
4298	2857
4299	None
4300	6879
4301	None
4302	None
4303	None
4304	None
4305	2260
4306	None
4307	None
4308	None
4309	None
4310	2605
4311	None
4312	None
4313	None
4314	None
4315	None
4316	None
4317	None
4318	None
4319	None
4320	4236
4321	None
4322	None
4323	None
4324	None
4325	None
4326	None
4327	None
4328	None
4329	None
4330	None
4331	2605
4332	None
4333	None
4334	None
4335	None
4336	None
4337	None
4338	3153
4339	2023
4340	None
4341	None
4342	None
4343	None
4344	None
4345	None
4346	None
4347	None
4348	None
4349	None
4350	None
4351	None
4352	None
4353	None
4354	None
4355	None
4356	None
4357	None
4358	None
4359	None
4360	None
4361	None
4362	None
4363	2709
4364	3786
4365	3611
4366	None
4367	None
4368	None
4369	None
4370	None
4371	None
4372	None
4373	4221
4374	None
4375	None
4376	None
4377	None
4378	None
4379	None
4380	None
4381	None
4382	None
4383	None
4384	None
4385	None
4386	None
4387	None
4388	None
4389	None
4390	None
4391	None
4392	None
4393	None
4394	None
4395	None
4396	None
4397	None
4398	None
4399	None
4400	None
4401	None
4402	None
4403	None
4404	None
4405	None
4406	None
4407	None
4408	None
4409	None
4410	None
4411	None
4412	None
4413	None
4414	None
4415	5149
4416	3833
4417	None
4418	None
4419	None
4420	None
4421	None
4422	None
4423	None
4424	None
4425	None
4426	None
4427	None
4428	None
4429	None
4430	None
4431	None
4432	None
4433	None
4434	None
4435	3833
4436	None
4437	None
4438	None
4439	None
4440	None
4441	None
4442	None
4443	None
4444	None
4445	None
4446	None
4447	None
4448	3638
4449	None
4450	None
4451	None
4452	None
4453	3553
4454	None
4455	None
4456	None
4457	None
4458	None
4459	None
4460	None
4461	None
4462	None
4463	None
4464	None
4465	None
4466	None
4467	None
4468	None
4469	None
4470	None
4471	None
4472	None
4473	None
4474	None
4475	None
4476	None
4477	None
4478	None
4479	None
4480	None
4481	None
4482	None
4483	None
4484	None
4485	None
4486	None
4487	None
4488	None
4489	None
4490	None
4491	None
4492	None
4493	None
4494	None
4495	None
4496	None
4497	3216
4498	None
4499	None
4500	None
4501	None
4502	None
4503	None
4504	None
4505	None
4506	None
4507	None
4508	None
4509	None
4510	None
4511	None
4512	None
4513	None
4514	None
4515	None
4516	None
4517	None
4518	None
4519	None
4520	None
4521	None
4522	None
4523	None
4524	None
4525	None
4526	None
4527	None
4528	None
4529	None
4530	None
4531	None
4532	3689
4533	None
4534	None
4535	None
4536	None
4537	None
4538	None
4539	None
4540	None
4541	None
4542	None
4543	None
4544	3312
4545	None
4546	None
4547	None
4548	None
4549	None
4550	None
4551	None
4552	None
4553	None
4554	None
4555	None
4556	None
4557	None
4558	None
4559	None
4560	None
4561	None
4562	None
4563	2324
4564	4123
4565	None
4566	None
4567	None
4568	None
4569	3198
4570	None
4571	None
4572	5762
4573	None
4574	None
4575	None
4576	None
4577	None
4578	None
4579	None
4580	None
4581	None
4582	None
4583	None
4584	None
4585	None
4586	None
4587	None
4588	None
4589	None
4590	None
4591	None
4592	None
4593	None
4594	None
4595	None
4596	None
4597	None
4598	None
4599	None
4600	None
4601	None
4602	None
4603	None
4604	None
4605	None
4606	None
4607	4544
4608	None
4609	None
4610	None
4611	None
4612	None
4613	None
4614	None
4615	None
4616	None
4617	None
4618	None
4619	None
4620	None
4621	None
4622	None
4623	None
4624	None
4625	None
4626	None
4627	None
4628	5244
4629	4777
4630	None
4631	None
4632	None
4633	None
4634	4178
4635	None
4636	None
4637	None
4638	6859
4639	None
4640	None
4641	None
4642	None
4643	None
4644	None
4645	None
4646	None
4647	None
4648	None
4649	None
4650	None
4651	3701
4652	None
4653	None
4654	None
4655	None
4656	None
4657	None
4658	None
4659	None
4660	None
4661	None
4662	None
4663	4210
4664	3566
4665	None
4666	None
4667	3456
4668	None
4669	None
4670	None
4671	None
4672	None
4673	3732
4674	None
4675	None
4676	None
4677	None
4678	None
4679	None
4680	None
4681	2439
4682	None
4683	None
4684	3566
4685	None
4686	3898
4687	None
4688	None
4689	None
4690	None
4691	None
4692	None
4693	None
4694	None
4695	None
4696	None
4697	None
4698	None
4699	4196
4700	None
4701	None
4702	None
4703	None
4704	None
4705	None
4706	None
4707	None
4708	None
4709	None
4710	None
4711	None
4712	None
4713	None
4714	None
4715	None
4716	2228
4717	None
4718	None
4719	None
4720	None
4721	None
4722	None
4723	None
4724	None
4725	None
4726	None
4727	None
4728	None
4729	4507
4730	None
4731	None
4732	None
4733	None
4734	None
4735	None
4736	None
4737	None
4738	None
4739	4080
4740	None
4741	None
4742	None
4743	6274
4744	None
4745	None
4746	None
4747	None
4748	3610
4749	None
4750	None
4751	3148
4752	3701
4753	None
4754	None
4755	None
4756	None
4757	None
4758	None
4759	None
4760	None
4761	None
4762	None
4763	None
4764	None
4765	None
4766	None
4767	None
4768	3638
4769	None
4770	None
4771	None
4772	None
4773	None
4774	3263
4775	None
4776	4137
4777	None
4778	None
4779	None
4780	None
4781	None
4782	None
4783	None
4784	None
4785	None
4786	None
4787	None
4788	5268
4789	None
4790	None
4791	None
4792	None
4793	None
4794	None
4795	None
4796	None
4797	None
4798	None
4799	None
4800	None
4801	None
4802	None
4803	None
4804	None
4805	None
4806	None
4807	None
4808	None
4809	4123
4810	None
4811	None
4812	None
4813	None
4814	None
4815	None
4816	4356
4817	None
4818	None
4819	None
4820	4320
4821	None
4822	None
4823	None
4824	3157
4825	None
4826	None
4827	None
4828	None
4829	3233
4830	None
4831	4793
4832	None
4833	None
4834	None
4835	None
4836	None
4837	None
4838	None
4839	None
4840	None
4841	None
4842	None
4843	None
4844	None
4845	None
4846	3434
4847	None
4848	None
4849	None
4850	None
4851	None
4852	None
4853	None
4854	None
4855	None
4856	None
4857	None
4858	4229
4859	4864
4860	None
4861	None
4862	None
4863	None
4864	None
4865	None
4866	4405
4867	None
4868	None
4869	2821
4870	None
4871	None
4872	None
4873	None
4874	None
4875	None
4876	4046
4877	3865
4878	None
4879	None
4880	None
4881	None
4882	None
4883	None
4884	None
4885	None
4886	None
4887	None
4888	None
4889	5102
4890	None
4891	4673
4892	3969
4893	None
4894	None
4895	None
4896	None
4897	None
4898	None
4899	None
4900	None
4901	None
4902	None
4903	4656
4904	None
4905	None
4906	None
4907	5158
4908	None
4909	None
4910	None
4911	3101
4912	3937
4913	None
4914	None
4915	4678
4916	None
4917	None
4918	None
4919	None
4920	None
4921	None
4922	None
4923	None
4924	None
4925	None
4926	None
4927	None
4928	None
4929	None
4930	None
4931	None
4932	None
4933	None
4934	None
4935	3299
4936	3222
4937	None
4938	None
4939	None
4940	None
4941	None
4942	None
4943	None
4944	6992
4945	4979
4946	2940
4947	None
4948	None
4949	None
4950	None
4951	None
4952	None
4953	4303
4954	4708
4955	None
4956	None
4957	5621
4958	3160
4959	None
4960	4444
4961	5368
4962	None
4963	4989
4964	5062
4965	4735
4966	None
4967	None
4968	None
4969	None
4970	None
4971	None
4972	5340
4973	5358
4974	5518
4975	4554
4976	None
4977	None
4978	None
4979	4353
4980	3479
4981	7075
4982	None
4983	None
4984	None
4985	2605
4986	3435
4987	2952
4988	None
4989	5669
4990	5077
4991	2857
4992	None
4993	None
4994	None
4995	None
4996	None
4997	None
4998	2709
4999	None
5000	None
5001	4215
5002	None
5003	5303
5004	None
5005	4892
5006	4236
5007	4107
5008	4046
5009	None
5010	5007
5011	None
5012	None
5013	None
5014	None
5015	None
5016	None
5017	4476
5018	None
5019	None
5020	5375
5021	4787
5022	None
5023	3313
5024	3246
5025	None
5026	None
5027	None
5028	None
5029	None
5030	3778
5031	None
5032	None
5033	None
5034	None
5035	4665
5036	None
5037	3175
5038	3451
5039	None
5040	3363
5041	None
5042	None
5043	5660
5044	None
5045	None
5046	None
5047	None
5048	2804
5049	3393
5050	None
5051	5589
5052	None
5053	3995
5054	4609
5055	None
5056	None
5057	3153
5058	3743
5059	None
5060	3561
5061	None
5062	None
5063	3236
5064	3968
5065	3969
5066	None
5067	3818
5068	4331
5069	4858
5070	3299
5071	5720
5072	None
5073	None
5074	None
5075	None
5076	4890
5077	5871
5078	4215
5079	6275
5080	None
5081	None
5082	None
5083	None
5084	5750
5085	4080
5086	None
5087	None
5088	6071
5089	None
5090	5701
5091	4261
5092	None
5093	None
5094	4864
5095	None
5096	None
5097	None
5098	5713
5099	None
5100	4244
5101	None
5102	4864
5103	None
5104	None
5105	5518
5106	5161
5107	4316
5108	4855
5109	None
5110	5251
5111	8373
5112	None
5113	None
5114	None
5115	3374
5116	3638
5117	5533
5118	7063
5119	3013
5120	3762
5121	None
5122	None
5123	4452
5124	3012
5125	3013
5126	5202
5127	5501
5128	None
5129	6071
5130	3815
5131	None
5132	3508
5133	8416
5134	7490
5135	None
5136	5799
5137	8327
5138	3630
5139	5660
5140	5315
5141	6115
5142	4208
5143	None
5144	3900
5145	None
5146	5235
5147	None
5148	5145
5149	4282
5150	5660
5151	None
5152	None
5153	4109
5154	5610
5155	None
5156	5071
5157	None
5158	5237
5159	3635
5160	None
5161	3729
5162	None
5163	None
5164	3986
5165	7148
5166	None
5167	4978
5168	None
5169	None
5170	5362
5171	4107
5172	None
5173	None
5174	4933
5175	3757
5176	None
5177	None
5178	None
5179	3770
5180	None
5181	3836
5182	3983
5183	None
5184	None
5185	5417
5186	4569
5187	None
5188	4785
5189	5036
5190	3236
5191	None
5192	8022
5193	None
5194	None
5195	4485
5196	None
5197	8028
5198	6069
5199	3762
5200	None
5201	None
5202	4244
5203	4701
5204	None
5205	None
5206	4538
5207	5834
5208	6450
5209	5837
5210	3743
5211	4055
5212	4934
5213	4123
5214	4331
5215	None
5216	4753
5217	5669
5218	4353
5219	None
5220	6269
5221	5432
5222	None
5223	6710
5224	None
5225	4890
5226	None
5227	5893
5228	None
5229	5577
5230	None
5231	None
5232	None
5233	5292
5234	None
5235	None
5236	None
5237	None
5238	5148
5239	4123
5240	None
5241	3755
5242	4251
5243	4658
5244	None
5245	None
5246	6940
5247	3960
5248	None
5249	4474
5250	4226
5251	6168
5252	None
5253	5922
5254	None
5255	None
5256	None
5257	4430
5258	5773
5259	None
5260	3789
5261	None
5262	3987
5263	6121
5264	3540
5265	5652
5266	4658
5267	None
5268	4897
5269	None
5270	None
5271	7139
5272	5540
5273	4186
5274	None
5275	6802
5276	None
5277	5763
5278	6042
5279	3731
5280	5098
5281	None
5282	None
5283	4701
5284	5533
5285	6785
5286	5927
5287	5628
5288	None
5289	3635
5290	None
5291	None
5292	None
5293	None
5294	None
5295	3656
5296	None
5297	None
5298	6280
5299	3952
5300	None
5301	None
5302	5974
5303	6088
5304	None
5305	None
5306	5656
5307	None
5308	None
5309	3841
5310	None
5311	4364
5312	None
5313	5660
5314	None
5315	6806
5316	5085
5317	None
5318	5794
5319	6506
5320	None
5321	None
5322	None
5323	None
5324	None
5325	None
5326	None
5327	6232
5328	4840
5329	5154
5330	None
5331	None
5332	5487
5333	None
5334	4277
5335	None
5336	6940
5337	None
5338	None
5339	4501
5340	4041
5341	4282
5342	3728
5343	5096
5344	None
5345	None
5346	5279
5347	None
5348	5211
5349	None
5350	None
5351	4441
5352	None
5353	6107
5354	None
5355	3922
5356	None
5357	None
5358	7496
5359	None
5360	None
5361	5871
5362	None
5363	None
5364	5078
5365	None
5366	None
5367	4763
5368	7474
5369	3865
5370	7081
5371	4261
5372	None
5373	None
5374	None
5375	None
5376	None
5377	None
5378	4155
5379	5539
5380	None
5381	5305
5382	5510
5383	4893
5384	None
5385	None
5386	3920
5387	None
5388	None
5389	5151
5390	None
5391	None
5392	None
5393	None
5394	None
5395	7610
5396	6339
5397	None
5398	None
5399	6669
5400	6483
5401	None
5402	None
5403	None
5404	None
5405	7424
5406	None
5407	None
5408	None
5409	7543
5410	None
5411	None
5412	7185
5413	None
5414	4217
5415	None
5416	None
5417	None
5418	None
5419	None
5420	6222
5421	6945
5422	4625
5423	None
5424	None
5425	None
5426	None
5427	None
