0.06	-0.0153479
0.12	-0.0313928
0.18	-0.0479227
0.24	-0.0647167
0.3	-0.0815497
0.36	-0.0981968
0.42	-0.114438
0.48	-0.130061
0.54	-0.144868
0.6	-0.158677
0.66	-0.171327
0.72	-0.182677
0.78	-0.192614
0.84	-0.201049
0.9	-0.207921
0.96	-0.213193
1.02	-0.21686
1.08	-0.218936
1.14	-0.219464
1.2	-0.218508
1.26	-0.216148
1.32	-0.212484
1.38	-0.20763
1.44	-0.201709
1.5	-0.194852
1.56	-0.187195
1.62	-0.178876
1.68	-0.170032
1.74	-0.160798
1.8	-0.1513
1.86	-0.14166
1.92	-0.13199
1.98	-0.122391
2.04	-0.112955
2.1	-0.103761
2.16	-0.0948762
2.22	-0.0863578
2.28	-0.0782505
2.34	-0.0705884
2.4	-0.0633955
2.46	-0.0566863
2.52	-0.0504673
2.58	-0.044737
2.64	-0.0394879
2.7	-0.0347067
2.76	-0.0303757
2.82	-0.0264738
2.88	-0.022977
2.94	-0.0198594
3	-0.017094
3.06	-0.0146534
3.12	-0.01251
3.18	-0.0106367
3.24	-0.00900729
3.3	-0.00759678
3.36	-0.00638144
3.42	-0.00533909
3.48	-0.00444921
3.54	-0.00369292
3.6	-0.00305307
3.66	-0.00251412
3.72	-0.00206217
3.78	-0.00168483
3.84	-0.00137115
3.9	-0.00111152
3.96	-0.000897553
4.02	-0.00072196
4.08	-0.000578472
4.14	-0.000461712
4.2	-0.000367099
4.26	-0.000290752
4.32	-0.0002294
4.38	-0.000180301
4.44	-0.000141169
4.5	-0.000110109
4.56	-8.55559e-05
4.62	-6.62252e-05
4.68	-5.10678e-05
4.74	-3.92304e-05
4.8	-3.00229e-05
4.86	-2.28898e-05
4.92	-1.73857e-05
4.98	-1.31554e-05
5.04	-9.917e-06
5.1	-7.44775e-06
5.16	-5.57237e-06
5.22	-4.15363e-06
5.28	-3.08453e-06
5.34	-2.28206e-06
5.4	-1.68207e-06
5.46	-1.23521e-06
5.52	-9.03694e-07
5.58	-6.58698e-07
5.64	-4.78341e-07
5.7	-3.46081e-07
5.76	-2.49464e-07
5.82	-1.79155e-07
5.88	-1.28187e-07
5.94	-9.1381e-08
6	-6.49029e-08
6.06	-4.59273e-08
6.12	-3.23802e-08
6.18	-2.27451e-08
6.24	-1.59185e-08
6.3	-1.10999e-08
6.36	-7.71163e-09
6.42	-5.33801e-09
6.48	-3.68148e-09
6.54	-2.52975e-09
6.6	-1.73199e-09
6.66	-1.18148e-09
6.72	-8.03013e-10
6.78	-5.43796e-10
6.84	-3.66917e-10
6.9	-2.46671e-10
6.96	-1.65231e-10
7.02	-1.10277e-10
7.08	-7.33335e-11
7.14	-4.85898e-11
7.2	-3.20785e-11
7.26	-2.11013e-11
7.32	-1.38304e-11
7.38	-9.03208e-12
7.44	-5.87724e-12
7.5	-3.81058e-12
7.56	-2.46174e-12
7.62	-1.58463e-12
7.68	-1.01636e-12
7.74	-6.49542e-13
7.8	-4.13622e-13
7.86	-2.62446e-13
7.92	-1.65927e-13
7.98	-1.04528e-13
8.04	-6.56137e-14
8.1	-4.10392e-14
8.16	-2.5577e-14
8.22	-1.58834e-14
8.28	-9.82851e-15
8.34	-6.06009e-15
8.4	-3.72323e-15
8.46	-2.27935e-15
8.52	-1.39045e-15
8.58	-8.45181e-16
8.64	-5.11916e-16
8.7	-3.0896e-16
8.76	-1.85807e-16
