0.06	-1.983e-05
0.12	-4.08422e-05
0.18	-6.30641e-05
0.24	-8.65233e-05
0.3	-0.000111247
0.36	-0.000137264
0.42	-0.000164601
0.48	-0.000193287
0.54	-0.000223348
0.6	-0.000254813
0.66	-0.000287711
0.72	-0.000322068
0.78	-0.000357912
0.84	-0.000395273
0.9	-0.000434177
0.96	-0.000474652
1.02	-0.000516727
1.08	-0.00056043
1.14	-0.000605787
1.2	-0.000652826
1.26	-0.000701576
1.32	-0.000752064
1.38	-0.000804317
1.44	-0.000858362
1.5	-0.000914227
1.56	-0.000971939
1.62	-0.00103152
1.68	-0.00109301
1.74	-0.00115642
1.8	-0.00122179
1.86	-0.00128914
1.92	-0.00135849
1.98	-0.00142987
2.04	-0.00150331
2.1	-0.00157884
2.16	-0.00165647
2.22	-0.00173623
2.28	-0.00181815
2.34	-0.00190226
2.4	-0.00198857
2.46	-0.00207711
2.52	-0.0021679
2.58	-0.00226097
2.64	-0.00235634
2.7	-0.00245403
2.76	-0.00255406
2.82	-0.00265646
2.88	-0.00276125
2.94	-0.00286845
3	-0.00297807
3.06	-0.00309014
3.12	-0.00320469
3.18	-0.00332172
3.24	-0.00344126
3.3	-0.00356332
3.36	-0.00368793
3.42	-0.00381511
3.48	-0.00394486
3.54	-0.00407721
3.6	-0.00421217
3.66	-0.00434975
3.72	-0.00448998
3.78	-0.00463287
3.84	-0.00477843
3.9	-0.00492668
3.96	-0.00507762
4.02	-0.00523128
4.08	-0.00538766
4.14	-0.00554677
4.2	-0.00570863
4.26	-0.00587324
4.32	-0.00604062
4.38	-0.00621077
4.44	-0.00638371
4.5	-0.00655944
4.56	-0.00673796
4.62	-0.00691929
4.68	-0.00710343
4.74	-0.00729038
4.8	-0.00748016
4.86	-0.00767275
4.92	-0.00786818
4.98	-0.00806643
5.04	-0.00826752
5.1	-0.00847144
5.16	-0.00867819
5.22	-0.00888777
5.28	-0.00910019
5.34	-0.00931544
5.4	-0.00953351
5.46	-0.00975442
5.52	-0.00997814
5.58	-0.0102047
5.64	-0.010434
5.7	-0.0106662
5.76	-0.0109012
5.82	-0.0111389
5.88	-0.0113794
5.94	-0.0116228
6	-0.0118688
6.06	-0.0121177
6.12	-0.0123692
6.18	-0.0126236
6.24	-0.0128806
6.3	-0.0131403
6.36	-0.0134028
6.42	-0.0136679
6.48	-0.0139356
6.54	-0.014206
6.6	-0.0144791
6.66	-0.0147548
6.72	-0.015033
6.78	-0.0153138
6.84	-0.0155972
6.9	-0.0158831
6.96	-0.0161715
7.02	-0.0164624
7.08	-0.0167558
7.14	-0.0170516
7.2	-0.0173499
7.26	-0.0176505
7.32	-0.0179535
7.38	-0.0182588
7.44	-0.0185665
7.5	-0.0188764
7.56	-0.0191886
7.62	-0.019503
7.68	-0.0198196
7.74	-0.0201383
7.8	-0.0204592
7.86	-0.0207822
7.92	-0.0211073
7.98	-0.0214344
8.04	-0.0217635
8.1	-0.0220946
8.16	-0.0224276
8.22	-0.0227624
8.28	-0.0230992
8.34	-0.0234377
8.4	-0.0237781
8.46	-0.0241201
8.52	-0.0244639
8.58	-0.0248094
8.64	-0.0251564
8.7	-0.025505
8.76	-0.0258552
8.82	-0.0262069
8.88	-0.02656
8.94	-0.0269145
9	-0.0272704
9.06	-0.0276276
9.12	-0.0279861
9.18	-0.0283458
9.24	-0.0287067
9.3	-0.0290687
9.36	-0.0294318
9.42	-0.029796
9.48	-0.0301612
9.54	-0.0305272
9.6	-0.0308942
9.66	-0.0312621
9.72	-0.0316307
9.78	-0.0320001
9.84	-0.0323702
9.9	-0.0327409
9.96	-0.0331122
10.02	-0.033484
10.08	-0.0338564
10.14	-0.0342292
10.2	-0.0346023
10.26	-0.0349758
10.32	-0.0353496
10.38	-0.0357236
10.44	-0.0360978
10.5	-0.0364721
10.56	-0.0368465
10.62	-0.0372208
10.68	-0.0375952
10.74	-0.0379694
10.8	-0.0383434
10.86	-0.0387173
10.92	-0.0390909
10.98	-0.0394642
11.04	-0.0398371
11.1	-0.0402096
