0.005	-0.00149432
0.01	-0.00299546
0.015	-0.00450278
0.02	-0.00601565
0.025	-0.00753341
0.03	-0.00905542
0.035	-0.010581
0.04	-0.0121096
0.045	-0.0136405
0.05	-0.015173
0.055	-0.0167065
0.06	-0.0182403
0.065	-0.0197738
0.07	-0.0213064
0.075	-0.0228373
0.08	-0.024366
0.085	-0.0258917
0.09	-0.0274139
0.095	-0.0289319
0.1	-0.030445
0.105	-0.0319527
0.11	-0.0334542
0.115	-0.034949
0.12	-0.0364365
0.125	-0.0379159
0.13	-0.0393868
0.135	-0.0408485
0.14	-0.0423004
0.145	-0.043742
0.15	-0.0451725
0.155	-0.0465916
0.16	-0.0479985
0.165	-0.0493927
0.17	-0.0507738
0.175	-0.052141
0.18	-0.053494
0.185	-0.0548321
0.19	-0.0561549
0.195	-0.0574619
0.2	-0.0587525
0.205	-0.0600263
0.21	-0.0612829
0.215	-0.0625217
0.22	-0.0637422
0.225	-0.0649442
0.23	-0.0661271
0.235	-0.0672905
0.24	-0.0684341
0.245	-0.0695574
0.25	-0.07066
0.255	-0.0717417
0.26	-0.072802
0.265	-0.0738406
0.27	-0.0748572
0.275	-0.0758516
0.28	-0.0768233
0.285	-0.0777721
0.29	-0.0786978
0.295	-0.0796
0.3	-0.0804786
0.305	-0.0813334
0.31	-0.082164
0.315	-0.0829704
0.32	-0.0837523
0.325	-0.0845096
0.33	-0.0852421
0.335	-0.0859497
0.34	-0.0866322
0.345	-0.0872896
0.35	-0.0879217
0.355	-0.0885285
0.36	-0.0891098
0.365	-0.0896657
0.37	-0.0901961
0.375	-0.090701
0.38	-0.0911803
0.385	-0.091634
0.39	-0.0920623
0.395	-0.092465
0.4	-0.0928423
0.405	-0.0931941
0.41	-0.0935206
0.415	-0.0938218
0.42	-0.0940979
0.425	-0.0943489
0.43	-0.0945749
0.435	-0.0947761
0.44	-0.0949526
0.445	-0.0951046
0.45	-0.0952322
0.455	-0.0953356
0.46	-0.095415
0.465	-0.0954706
0.47	-0.0955026
0.475	-0.0955112
0.48	-0.0954966
0.485	-0.0954591
0.49	-0.0953989
0.495	-0.0953162
0.5	-0.0952114
0.505	-0.0950847
0.51	-0.0949364
0.515	-0.0947668
0.52	-0.0945761
0.525	-0.0943647
0.53	-0.0941329
0.535	-0.093881
0.54	-0.0936093
0.545	-0.0933182
0.55	-0.093008
0.555	-0.092679
0.56	-0.0923316
0.565	-0.0919662
0.57	-0.0915831
0.575	-0.0911826
0.58	-0.0907651
0.585	-0.0903311
0.59	-0.0898808
0.595	-0.0894147
0.6	-0.0889332
0.605	-0.0884365
0.61	-0.0879252
0.615	-0.0873995
0.62	-0.08686
0.625	-0.0863069
0.63	-0.0857407
0.635	-0.0851618
0.64	-0.0845705
0.645	-0.0839673
0.65	-0.0833526
0.655	-0.0827267
0.66	-0.0820901
0.665	-0.0814431
0.67	-0.0807862
0.675	-0.0801197
0.68	-0.079444
0.685	-0.0787596
0.69	-0.0780668
0.695	-0.0773659
0.7	-0.0766575
0.705	-0.0759419
0.71	-0.0752194
0.715	-0.0744904
0.72	-0.0737554
0.725	-0.0730146
0.73	-0.0722685
0.735	-0.0715174
0.74	-0.0707617
0.745	-0.0700018
0.75	-0.0692379
0.755	-0.0684705
0.76	-0.0676999
0.765	-0.0669264
0.77	-0.0661504
0.775	-0.0653722
0.78	-0.0645921
0.785	-0.0638105
0.79	-0.0630276
0.795	-0.0622439
0.8	-0.0614595
0.805	-0.0606748
0.81	-0.0598902
0.815	-0.0591058
0.82	-0.0583219
0.825	-0.0575389
0.83	-0.0567571
0.835	-0.0559766
0.84	-0.0551978
0.845	-0.0544209
0.85	-0.0536461
0.855	-0.0528737
0.86	-0.052104
0.865	-0.0513372
0.87	-0.0505734
0.875	-0.049813
0.88	-0.0490561
0.885	-0.0483029
0.89	-0.0475537
0.895	-0.0468086
0.9	-0.0460678
