  0.000000000000000E+000  0.000000000000000E+000 -4.309125526079454E-007
   30074360.4608527       0.000000000000000E+000 -4.309125526079454E-007
   20927373.1016955       0.000000000000000E+000 -4.309125526079454E-007
   22329117.2537134       0.000000000000000E+000 -4.309125526079454E-007
   20942314.1008570       0.000000000000000E+000 -4.309125526079454E-007
   20339302.1040120       0.000000000000000E+000 -4.309125526079454E-007
   19561551.1875164       0.000000000000000E+000 -4.309125526079454E-007
   18864621.7962452       0.000000000000000E+000 -4.309125526079454E-007
   18178806.0208988       0.000000000000000E+000 -4.309125526079454E-007
   17521595.8915475       0.000000000000000E+000 -4.309125526079454E-007
   16887161.2194130       0.000000000000000E+000 -4.309125526079454E-007
   16275962.3657790       0.000000000000000E+000 -4.309125526079454E-007
   15686814.0266343       0.000000000000000E+000 -4.309125526079454E-007
   15119010.2914873       0.000000000000000E+000 -4.309125526079454E-007
   14571753.8443896       0.000000000000000E+000 -4.309125526079454E-007
   14044307.5677876       0.000000000000000E+000 -4.309125526079454E-007
   13535952.6284063       0.000000000000000E+000 -4.309125526079454E-007
   13045998.4618562       0.000000000000000E+000 -4.309125526079454E-007
   12573778.8971531       0.000000000000000E+000 -4.309125526079454E-007
   12118652.0377597       0.000000000000000E+000 -4.309125526079454E-007
   11679999.1783630       0.000000000000000E+000 -4.309125526079454E-007
   11257224.0201355       0.000000000000000E+000 -4.309125526079454E-007
   10849751.8451701       0.000000000000000E+000 -4.309125526079454E-007
   10457028.7390718       0.000000000000000E+000 -4.309125526079454E-007
   10078520.8370533       0.000000000000000E+000 -4.309125526079454E-007
   9713713.59841475       0.000000000000000E+000 -4.309125526079454E-007
   9362111.10700555       0.000000000000000E+000 -4.309125526079454E-007
   9023235.39713258       0.000000000000000E+000 -4.309125526079454E-007
   8696625.80372246       0.000000000000000E+000 -4.309125526079454E-007
   8381838.33628900       0.000000000000000E+000 -4.309125526079454E-007
   8078445.07511389       0.000000000000000E+000 -4.309125526079454E-007
   7786033.58979941       0.000000000000000E+000 -4.309125526079454E-007
   7504206.37837071       0.000000000000000E+000 -4.309125526079454E-007
   7232580.32715071       0.000000000000000E+000 -4.309125526079454E-007
   6970786.18974187       0.000000000000000E+000 -4.309125526079454E-007
   6718468.08525736       0.000000000000000E+000 -4.309125526079454E-007
